Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Age,Gender,Date_Time,Date,Time,Location,WeekDay,No_Items_Added_InCart,No_Items_Removed_FromCart,No_Checkout_Initiated,cart_abandoned,Traffic Category,Order_Amount
0,0.0,0,0.0,3,395.0,0.0,0.066666667,0.0,0.0,5,1,1,Northern Region,3,Returning_Visitor,False,False,21,F,2023-05-06 21:01:17.285448459,2023-05-06,21:01:17.285448,Uttarakhand,Wednesday,5.0,10.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,16,407.75,0.01875,0.025833333,0.0,0.4,5,1,1,Northern Region,3,Returning_Visitor,False,False,28,T,2023-05-06 21:43:55.157133105,2023-05-06,21:43:55.157133,Delhi,Wednesday,2.0,0.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,7,280.5,0.0,0.028571429,0.0,0.0,5,1,1,Southern Region,3,Returning_Visitor,False,False,76,F,2023-05-06 22:26:33.028817751,2023-05-06,22:26:33.028817,Kerala,Tuesday,2.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,6,98.0,0.0,0.066666667,0.0,0.0,5,2,5,Western Region,3,Returning_Visitor,False,False,53,T,2023-05-06 23:09:10.900502397,2023-05-06,23:09:10.900502,Goa,Wednesday,3.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,2,68.0,0.0,0.1,0.0,0.0,5,3,2,Eastern Region,3,Returning_Visitor,False,False,15,F,2023-05-06 23:51:48.772187043,2023-05-06,23:51:48.772187,West Bengal,Tuesday,2.0,0.0,1,1,Amazon Email Promotions,0
2,53.0,0,0.0,23,1668.285119,0.008333333,0.016312636,0.0,0.0,5,1,1,Union Territories,3,Returning_Visitor,False,False,58,M,2023-05-07 00:34:26.643871689,2023-05-07,00:34:26.643871,Chandigarh,Tuesday,3.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,1,1,Eastern Region,3,Returning_Visitor,False,False,21,M,2023-05-07 01:17:04.515556335,2023-05-07,01:17:04.515556,Jharkhand,Thursday,2.0,1.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,13,334.9666667,0.0,0.007692308,0.0,0.0,5,1,1,Union Territories,4,Returning_Visitor,True,False,68,T,2023-05-07 01:59:42.387240981,2023-05-07,01:59:42.387240,Andaman and Nicobar Islands,Friday,3.0,0.0,1,1,Amazon Homepage Recommendations,0
0,0.0,0,0.0,2,32.0,0.0,0.1,0.0,0.0,5,2,2,Eastern Region,3,Returning_Visitor,False,False,83,T,2023-05-07 02:42:20.258925627,2023-05-07,02:42:20.258925,West Bengal,Tuesday,3.0,8.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,20,2981.166667,0.0,0.01,0.0,0.0,5,2,4,Eastern Region,4,Returning_Visitor,False,False,38,M,2023-05-07 03:24:58.130610273,2023-05-07,03:24:58.130610,Bihar,Wednesday,3.0,0.0,1,1,Amazon Homepage Recommendations,0
0,0.0,0,0.0,8,136.1666667,0.0,0.008333333,0.0,1.0,5,2,2,Union Territories,1,Returning_Visitor,True,False,83,M,2023-05-07 04:07:36.002294919,2023-05-07,04:07:36.002294,Chandigarh,Friday,3.0,0.0,3,1,Direct Search,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,5,3,3,Western Region,3,Returning_Visitor,False,False,69,T,2023-05-07 04:50:13.873979565,2023-05-07,04:50:13.873979,Maharashtra,Monday,14.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,3,105.0,0.0,0.033333333,0.0,0.0,5,3,2,Southern Region,5,Returning_Visitor,False,False,23,M,2023-05-07 05:32:51.745664211,2023-05-07,05:32:51.745664,Puducherry,Thursday,11.0,1.0,1,1,Amazon Sponsored Products,0
0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.8,5,2,4,Northern Region,3,Returning_Visitor,False,False,21,M,2023-05-07 06:15:29.617348857,2023-05-07,06:15:29.617348,Uttarakhand,Tuesday,2.0,0.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,2,Union Territories,1,Returning_Visitor,True,False,55,T,2023-05-07 06:58:07.489033502,2023-05-07,06:58:07.489033,Daman and Diu,Saturday,1.0,0.0,2,1,Direct Search,0
0,0.0,0,0.0,5,156.0,0.0,0.04,0.0,0.0,5,1,1,North-Eastern Region,3,Returning_Visitor,False,False,29,T,2023-05-07 07:40:45.360718148,2023-05-07,07:40:45.360718,Assam,Monday,6.0,0.0,1,1,Amazon Email Promotions,0
4,64.6,0,0.0,32,1135.444444,0.002857143,0.00952381,0.0,0.0,5,2,2,Northern Region,3,Returning_Visitor,False,False,46,M,2023-05-07 08:23:23.232402794,2023-05-07,08:23:23.232402,Delhi,Thursday,13.0,0.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,4,76.0,0.05,0.1,0.0,0.0,5,1,1,Southern Region,3,Returning_Visitor,False,False,78,M,2023-05-07 09:06:01.104087440,2023-05-07,09:06:01.104087,Tamil Nadu,Monday,5.0,0.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,4,63.0,0.0,0.05,0.0,0.2,5,2,6,Southern Region,3,Returning_Visitor,False,False,63,M,2023-05-07 09:48:38.975772086,2023-05-07,09:48:38.975772,Karnataka,Tuesday,3.0,0.0,1,1,Amazon Email Promotions,0
1,6.0,1,0.0,45,1582.75,0.043478261,0.050821256,54.17976426,0.4,5,3,2,Western Region,1,Returning_Visitor,False,False,66,T,2023-05-07 10:31:16.847456732,2023-05-07,10:31:16.847456,Gujarat,Monday,1.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,2,35.0,0.0,0.1,0.0,0.0,5,1,1,Southern Region,3,Returning_Visitor,False,False,26,F,2023-05-07 11:13:54.719141378,2023-05-07,11:13:54.719141,Telangana,Thursday,4.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,3,78.0,0.0,0.066666667,0.0,0.0,5,1,2,Eastern Region,6,Returning_Visitor,True,False,71,M,2023-05-07 11:56:32.590826024,2023-05-07,11:56:32.590826,Jharkhand,Friday,8.0,0.0,1,1,Social Media Ads,0
0,0.0,0,0.0,8,209.5,0.0,0.025,0.0,0.0,5,2,2,Central Region,1,Returning_Visitor,False,False,47,M,2023-05-07 12:39:10.462510670,2023-05-07,12:39:10.462510,Chhattisgarh,Thursday,6.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,10,183.6666667,0.04,0.08,0.0,0.0,5,1,1,Northern Region,1,Returning_Visitor,False,False,44,F,2023-05-07 13:21:48.334195316,2023-05-07,13:21:48.334195,Himachal Pradesh,Wednesday,2.0,0.0,2,1,Direct Search,0
0,0.0,0,0.0,14,380.5,0.014285714,0.028571429,0.0,0.0,5,2,2,North-Eastern Region,1,Returning_Visitor,False,False,61,F,2023-05-07 14:04:26.205879962,2023-05-07,14:04:26.205879,Meghalaya,Tuesday,0.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,52,2086.242857,0.015384615,0.020352564,0.0,0.0,5,2,2,Southern Region,1,Returning_Visitor,False,False,35,F,2023-05-07 14:47:04.077564608,2023-05-07,14:47:04.077564,Andhra Pradesh,Wednesday,0.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,8,388.0,0.025,0.05625,0.0,0.0,5,3,2,Union Territories,4,Returning_Visitor,True,False,26,M,2023-05-07 15:29:41.949249254,2023-05-07,15:29:41.949249,Lakshadweep,Sunday,7.0,0.0,2,1,Amazon Homepage Recommendations,0
2,18.0,0,0.0,5,298.0,0.0,0.028571429,0.0,0.8,5,2,2,Union Territories,4,Returning_Visitor,False,False,17,M,2023-05-07 16:12:19.820933900,2023-05-07,16:12:19.820933,Chandigarh,Tuesday,14.0,0.0,14,1,Amazon Homepage Recommendations,0
0,0.0,0,0.0,7,63.0,0.028571429,0.071428571,0.0,0.6,5,2,2,Central Region,3,Returning_Visitor,False,False,39,M,2023-05-07 16:54:57.692618546,2023-05-07,16:54:57.692618,Madhya Pradesh,Monday,5.0,4.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,9,482.0,0.0,0.022222222,0.0,0.0,5,2,5,Union Territories,6,Returning_Visitor,False,False,65,M,2023-05-07 17:37:35.564303192,2023-05-07,17:37:35.564303,Dadra and Nagar Haveli,Tuesday,1.0,0.0,2,1,Social Media Ads,0
1,9.0,0,0.0,46,4084.393939,0.0,0.001794872,0.0,0.0,5,2,2,Southern Region,4,Returning_Visitor,False,False,42,T,2023-05-07 18:20:13.435987838,2023-05-07,18:20:13.435987,Andhra Pradesh,Thursday,1.0,0.0,1,1,Amazon Homepage Recommendations,0
0,0.0,0,0.0,3,22.0,0.0,0.066666667,0.0,0.6,5,1,1,North-Eastern Region,2,Returning_Visitor,False,False,26,T,2023-05-07 19:02:51.307672484,2023-05-07,19:02:51.307672,Tripura,Tuesday,1.0,0.0,1,1,Organic Search,0
0,0.0,0,0.0,15,310.1666667,0.0,0.006666667,0.0,0.0,5,1,1,Eastern Region,4,Returning_Visitor,False,False,66,T,2023-05-07 19:45:29.179357130,2023-05-07,19:45:29.179357,West Bengal,Thursday,1.0,0.0,1,1,Amazon Homepage Recommendations,0
0,0.0,0,0.0,2,34.0,0.0,0.05,0.0,0.4,5,3,2,Eastern Region,3,Returning_Visitor,False,False,52,M,2023-05-07 20:28:07.051041776,2023-05-07,20:28:07.051041,Odisha,Wednesday,1.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,4,88.0,0.0,0.05,0.0,0.0,5,4,1,Union Territories,3,Returning_Visitor,False,False,47,M,2023-05-07 21:10:44.922726422,2023-05-07,21:10:44.922726,Daman and Diu,Tuesday,3.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,22,622.25,0.003030303,0.006060606,0.0,0.2,5,2,5,Eastern Region,4,Returning_Visitor,False,False,54,T,2023-05-07 21:53:22.794411068,2023-05-07,21:53:22.794411,Sikkim,Tuesday,0.0,0.0,2,1,Amazon Homepage Recommendations,0
0,0.0,0,0.0,14,222.4,0.017142857,0.057142857,0.0,0.0,5,1,1,Western Region,2,Returning_Visitor,False,False,23,M,2023-05-07 22:36:00.666095714,2023-05-07,22:36:00.666095,Goa,Tuesday,13.0,0.0,1,1,Organic Search,0
0,0.0,0,0.0,3,80.0,0.066666667,0.133333333,0.0,0.2,5,3,2,Central Region,3,Returning_Visitor,False,False,38,M,2023-05-07 23:18:38.537780359,2023-05-07,23:18:38.537780,Madhya Pradesh,Wednesday,1.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,11,800.8333333,0.0,0.003636364,0.0,0.0,5,3,2,Unknown,3,Returning_Visitor,False,False,46,M,2023-05-08 00:01:16.409465005,2023-05-08,00:01:16.409465,Uttar Pradesh,Monday,7.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,5,2,2,Western Region,2,Returning_Visitor,False,False,24,T,2023-05-08 00:43:54.281149651,2023-05-08,00:43:54.281149,Gujarat,Monday,1.0,0.0,2,1,Organic Search,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,1,1,Eastern Region,4,Returning_Visitor,True,False,53,T,2023-05-08 01:26:32.152834297,2023-05-08,01:26:32.152834,Odisha,Saturday,2.0,0.0,2,1,Amazon Homepage Recommendations,0
0,0.0,0,0.0,12,265.1666667,0.011111111,0.026111111,0.0,0.2,5,3,2,Southern Region,3,Returning_Visitor,False,False,58,M,2023-05-08 02:09:10.024518943,2023-05-08,02:09:10.024518,Karnataka,Monday,5.0,3.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,2,29.0,0.0,0.1,0.0,1.0,5,2,4,North-Eastern Region,2,Returning_Visitor,True,False,46,F,2023-05-08 02:51:47.896203589,2023-05-08,02:51:47.896203,Tripura,Friday,3.0,1.0,1,1,Organic Search,0
0,0.0,0,0.0,4,160.0,0.0,0.075,0.0,0.0,5,4,2,Western Region,3,Returning_Visitor,False,False,25,T,2023-05-08 03:34:25.767888235,2023-05-08,03:34:25.767888,Gujarat,Monday,0.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,4,135.6666667,0.05,0.025,0.0,0.4,5,3,3,Union Territories,4,Returning_Visitor,False,False,26,M,2023-05-08 04:17:03.639572881,2023-05-08,04:17:03.639572,Lakshadweep,Monday,3.0,0.0,1,1,Amazon Homepage Recommendations,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,5,2,4,North-Eastern Region,3,Returning_Visitor,False,False,62,M,2023-05-08 04:59:41.511257527,2023-05-08,04:59:41.511257,Mizoram,Monday,1.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,5,3,2,Union Territories,3,Returning_Visitor,False,False,22,T,2023-05-08 05:42:19.382942173,2023-05-08,05:42:19.382942,Andaman and Nicobar Islands,Monday,1.0,0.0,1,1,Amazon Email Promotions,0
4,56.0,2,120.0,36,998.7416667,0.0,0.014736467,19.44707913,0.2,5,2,2,Western Region,1,Returning_Visitor,False,False,12,M,2023-05-08 06:24:57.254626819,2023-05-08,06:24:57.254626,Goa,Monday,1.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,4,104.0,0.0,0.05,0.0,0.4,5,2,6,Southern Region,3,Returning_Visitor,False,False,70,T,2023-05-08 07:07:35.126311465,2023-05-08,07:07:35.126311,Kerala,Monday,8.0,0.0,2,1,Amazon Email Promotions,0
2,16.0,0,0.0,16,381.6865079,0.011764706,0.046568627,0.0,0.6,5,2,4,Southern Region,1,Returning_Visitor,False,False,61,M,2023-05-08 07:50:12.997996111,2023-05-08,07:50:12.997996,Karnataka,Monday,4.0,0.0,4,1,Direct Search,0
0,0.0,0,0.0,6,169.0,0.0,0.016666667,0.0,0.4,5,1,1,North-Eastern Region,3,Returning_Visitor,False,False,71,T,2023-05-08 08:32:50.869680757,2023-05-08,08:32:50.869680,Nagaland,Monday,2.0,0.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,8,400.8,0.05,0.120833333,0.0,0.0,5,1,1,Union Territories,3,Returning_Visitor,False,False,39,F,2023-05-08 09:15:28.741365403,2023-05-08,09:15:28.741365,Lakshadweep,Monday,1.0,0.0,2,1,Amazon Email Promotions,0
12,279.4166667,0,0.0,42,1553.583333,0.009,0.019666667,38.30849268,0.0,5,1,1,Northern Region,2,Returning_Visitor,False,False,68,M,2023-05-08 09:58:06.613050049,2023-05-08,09:58:06.613050,Uttarakhand,Monday,3.0,0.0,1,1,Organic Search,0
0,0.0,0,0.0,14,706.5,0.0,0.007142857,0.0,0.0,5,2,2,Union Territories,4,Returning_Visitor,True,False,79,T,2023-05-08 10:40:44.484734695,2023-05-08,10:40:44.484734,Chandigarh,Saturday,1.0,0.0,2,1,Amazon Homepage Recommendations,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,2,Eastern Region,3,Returning_Visitor,False,False,32,F,2023-05-08 11:23:22.356419341,2023-05-08,11:23:22.356419,Sikkim,Monday,3.0,0.0,1,1,Amazon Email Promotions,0
3,87.83333333,0,0.0,27,798.3333333,0.0,0.012643678,22.9160357,0.8,5,2,2,Northern Region,1,Returning_Visitor,False,True,30,T,2023-05-08 12:06:00.228103987,2023-05-08,12:06:00.228103,Uttarakhand,Monday,4.0,0.0,4,0,Direct Search,1508
4,44.0,0,0.0,90,6951.972222,0.002150538,0.015013034,0.0,0.0,5,4,1,Western Region,3,Returning_Visitor,False,False,40,T,2023-05-08 12:48:38.099788633,2023-05-08,12:48:38.099788,Maharashtra,Monday,3.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,5,2,2,Northern Region,1,Returning_Visitor,False,False,71,M,2023-05-08 13:31:15.971473279,2023-05-08,13:31:15.971473,Himachal Pradesh,Monday,3.0,2.0,2,1,Direct Search,0
0,0.0,0,0.0,18,902.0,0.0,0.007407407,0.0,0.0,5,2,7,Central Region,4,Returning_Visitor,False,False,37,T,2023-05-08 14:13:53.843157925,2023-05-08,14:13:53.843157,Madhya Pradesh,Monday,26.0,5.0,1,1,Amazon Homepage Recommendations,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,5,3,2,Northern Region,3,Returning_Visitor,False,False,49,T,2023-05-08 14:56:31.714842571,2023-05-08,14:56:31.714842,Punjab,Monday,0.0,0.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,6,Western Region,2,Returning_Visitor,False,False,80,T,2023-05-08 15:39:09.586527216,2023-05-08,15:39:09.586527,Goa,Monday,12.0,0.0,1,1,Organic Search,0
0,0.0,0,0.0,20,197.3777778,0.025,0.0525,0.0,0.0,5,2,6,North-Eastern Region,1,Returning_Visitor,False,False,14,F,2023-05-08 16:21:47.458211862,2023-05-08,16:21:47.458211,Nagaland,Monday,7.0,2.0,2,1,Direct Search,0
0,0.0,0,0.0,2,43.0,0.0,0.1,0.0,0.4,5,2,2,Union Territories,3,Returning_Visitor,False,False,47,M,2023-05-08 17:04:25.329896508,2023-05-08,17:04:25.329896,Andaman and Nicobar Islands,Monday,4.0,0.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,8,426.6666667,0.0,0.0125,0.0,0.0,5,2,4,Southern Region,2,Returning_Visitor,False,False,28,T,2023-05-08 17:47:03.201581154,2023-05-08,17:47:03.201581,Kerala,Monday,3.0,2.0,1,1,Organic Search,0
0,0.0,0,0.0,3,135.0,0.0,0.066666667,0.0,0.0,5,2,4,Union Territories,3,Returning_Visitor,False,False,40,M,2023-05-08 18:29:41.073265800,2023-05-08,18:29:41.073265,Daman and Diu,Monday,1.0,0.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,16,588.3333333,0.0,0.025,0.0,0.0,5,2,4,Union Territories,1,Returning_Visitor,False,False,41,M,2023-05-08 19:12:18.944950446,2023-05-08,19:12:18.944950,Lakshadweep,Monday,3.0,4.0,1,1,Direct Search,0
10,1005.666667,0,0.0,36,2111.341667,0.004347826,0.014492754,11.43941195,0.0,5,2,6,Southern Region,2,Returning_Visitor,False,True,18,T,2023-05-08 19:54:56.816635092,2023-05-08,19:54:56.816635,Andhra Pradesh,Monday,2.0,0.0,1,0,Organic Search,377
0,0.0,0,0.0,2,76.0,0.0,0.05,0.0,0.6,5,3,2,North-Eastern Region,3,Returning_Visitor,False,False,35,T,2023-05-08 20:37:34.688319738,2023-05-08,20:37:34.688319,Tripura,Monday,2.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,5,1,1,Union Territories,3,Returning_Visitor,True,False,14,M,2023-05-08 21:20:12.560004384,2023-05-08,21:20:12.560004,Ladakh,Sunday,9.0,2.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,5,1,1,Union Territories,3,Returning_Visitor,False,False,77,F,2023-05-08 22:02:50.431689030,2023-05-08,22:02:50.431689,Lakshadweep,Monday,2.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,7,208.0,0.0,0.028571429,0.0,0.0,5,4,1,Union Territories,5,Returning_Visitor,True,False,55,M,2023-05-08 22:45:28.303373676,2023-05-08,22:45:28.303373,Lakshadweep,Sunday,3.0,2.0,1,1,Amazon Sponsored Products,0
0,0.0,0,0.0,4,270.0,0.0,0.016666667,0.0,0.8,5,1,1,North-Eastern Region,3,Returning_Visitor,False,False,45,T,2023-05-08 23:28:06.175058322,2023-05-08,23:28:06.175058,Tripura,Monday,8.0,2.0,6,1,Amazon Email Promotions,0
0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,5,2,2,Western Region,3,Returning_Visitor,False,False,64,F,2023-05-09 00:10:44.046742968,2023-05-09,00:10:44.046742,Rajasthan,Tuesday,2.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,5,3,2,North-Eastern Region,1,Returning_Visitor,False,False,69,F,2023-05-09 00:53:21.918427614,2023-05-09,00:53:21.918427,Nagaland,Tuesday,0.0,0.0,2,1,Direct Search,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,5,2,2,Northern Region,1,Returning_Visitor,True,False,42,F,2023-05-09 01:35:59.790112260,2023-05-09,01:35:59.790112,Uttarakhand,Sunday,0.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,1,1,Union Territories,3,Returning_Visitor,False,False,22,T,2023-05-09 02:18:37.661796906,2023-05-09,02:18:37.661796,Lakshadweep,Tuesday,1.0,0.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,7,150.0,0.057142857,0.085714286,0.0,0.0,5,2,2,Union Territories,1,Returning_Visitor,False,False,74,T,2023-05-09 03:01:15.533481552,2023-05-09,03:01:15.533481,Andaman and Nicobar Islands,Tuesday,3.0,1.0,1,1,Direct Search,0
0,0.0,0,0.0,3,138.0,0.0,0.066666667,0.0,0.0,5,1,1,Union Territories,3,Returning_Visitor,False,False,78,M,2023-05-09 03:43:53.405166198,2023-05-09,03:43:53.405166,Daman and Diu,Tuesday,0.0,0.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,7,337.5,0.028571429,0.023809524,0.0,0.4,5,4,1,Central Region,3,Returning_Visitor,False,False,54,F,2023-05-09 04:26:31.276850844,2023-05-09,04:26:31.276850,Madhya Pradesh,Tuesday,0.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,19,620.0333333,0.0,0.007894737,0.0,0.0,5,1,1,Southern Region,2,Returning_Visitor,False,False,15,T,2023-05-09 05:09:09.148535490,2023-05-09,05:09:09.148535,Puducherry,Tuesday,3.0,0.0,1,1,Organic Search,0
2,36.0,0,0.0,15,168.8461538,0.0,0.011764706,0.0,0.4,5,1,1,Southern Region,3,Returning_Visitor,False,False,25,T,2023-05-09 05:51:47.020220136,2023-05-09,05:51:47.020220,Puducherry,Tuesday,2.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,1,1,Western Region,2,Returning_Visitor,True,False,74,M,2023-05-09 06:34:24.891904782,2023-05-09,06:34:24.891904,Goa,Sunday,0.0,0.0,2,1,Organic Search,0
0,0.0,0,0.0,2,52.0,0.0,0.1,0.0,0.0,5,1,1,Southern Region,3,Returning_Visitor,False,False,68,M,2023-05-09 07:17:02.763589428,2023-05-09,07:17:02.763589,Telangana,Tuesday,4.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,13,649.25,0.0,0.015384615,0.0,0.0,5,2,2,Northern Region,5,New_Visitor,False,False,70,T,2023-05-09 07:59:40.635274073,2023-05-09,07:59:40.635274,Punjab,Tuesday,11.0,0.0,2,1,Amazon Sponsored Products,0
0,0.0,0,0.0,27,925.3333333,0.003703704,0.025925926,0.0,0.6,5,4,1,North-Eastern Region,3,Returning_Visitor,False,False,20,T,2023-05-09 08:42:18.506958719,2023-05-09,08:42:18.506958,Manipur,Tuesday,1.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,5,1,1,Northern Region,3,Returning_Visitor,False,False,25,T,2023-05-09 09:24:56.378643365,2023-05-09,09:24:56.378643,Haryana,Tuesday,6.0,1.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,6,1566.5,0.05,0.066666667,0.0,0.2,5,1,1,Southern Region,3,Returning_Visitor,False,False,52,F,2023-05-09 10:07:34.250328011,2023-05-09,10:07:34.250328,Puducherry,Tuesday,1.0,2.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,4,105.0,0.0,0.025,0.0,0.6,5,1,1,Eastern Region,4,Returning_Visitor,False,False,64,M,2023-05-09 10:50:12.122012657,2023-05-09,10:50:12.122012,Sikkim,Tuesday,5.0,0.0,5,1,Amazon Homepage Recommendations,0
0,0.0,1,0.0,7,50.0,0.038095238,0.080952381,0.0,0.6,5,2,4,Western Region,7,Returning_Visitor,False,False,17,F,2023-05-09 11:32:49.993697303,2023-05-09,11:32:49.993697,Goa,Tuesday,0.0,0.0,1,1,Product Reviews,0
